Evaluated At UTC,Evaluated At EPT,Forecast Hour Beginning UTC,Forecast Hour Beginning EPT,Forecast Area,Forecast Load MW
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7153
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28455
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28329
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28329
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28256
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28256
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,83387
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,83517
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,83517
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,83444
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,83444
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,AEP,13168
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,APS,4983
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,COMED,9719
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DEOK,2636
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DOM,12403
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DAY,1718
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,DUQ,1363
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,EKPC,1198
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,ATSI,7153
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,MIDATL,28256
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T11:00:00,2024-07-02T07:00:00,RTO,82597
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,14074
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,14091
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,14091
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,14091
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,14091
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5182
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5235
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5235
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5235
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5235
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10153
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10271
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10271
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10271
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10271
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2854
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2851
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2851
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2851
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2851
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,13393
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,13389
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,13389
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,13329
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,13329
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1907
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1906
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1906
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1906
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1906
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1443
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1446
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1446
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1446
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1446
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1317
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1309
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1309
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1309
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1309
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7484
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7537
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7537
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7537
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7537
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29856
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29766
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29766
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29766
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29766
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87663
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87801
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87801
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87741
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87741
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,13545
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,AEP,13831
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5063
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,APS,5177
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10301
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,COMED,10437
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2721
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DEOK,2813
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,12891
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DOM,12948
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1771
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DAY,1842
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1459
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,DUQ,1446
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1277
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,EKPC,1258
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7324
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,ATSI,7537
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29422
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,MIDATL,29766
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,85774
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T12:00:00,2024-07-02T08:00:00,RTO,87055
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14603
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14614
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14614
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14614
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14614
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5393
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5447
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5447
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5447
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5447
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10729
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10801
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10801
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10801
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10801
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,3006
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2994
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2994
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2994
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2994
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13927
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13945
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13945
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13840
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13840
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,2003
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1998
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1998
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1998
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1998
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1520
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1388
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1382
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1382
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1382
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1382
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7786
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7855
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7855
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7855
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7855
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30896
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30663
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30663
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30663
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30663
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91251
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91223
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91223
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91118
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91118
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14290
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,AEP,14507
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5299
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,APS,5379
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10821
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,COMED,10931
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2897
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DEOK,2977
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13411
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DOM,13586
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1880
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DAY,1947
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,DUQ,1524
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1337
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,EKPC,1332
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7700
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,ATSI,7855
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,30812
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,MIDATL,31041
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,89971
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T13:00:00,2024-07-02T09:00:00,RTO,91079
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15287
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15284
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15284
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15284
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15284
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,APS,5624
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,APS,5680
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,APS,5680
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,APS,5680
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,APS,5680
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,COMED,11230
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,COMED,11259
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,COMED,11259
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,COMED,11259
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,COMED,11259
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DEOK,3168
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DEOK,3146
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DEOK,3146
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DEOK,3146
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DEOK,3146
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DOM,14538
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DOM,14575
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DOM,14575
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DOM,14470
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DOM,14470
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DAY,2107
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DAY,2102
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DAY,2102
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DAY,2102
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DAY,2102
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DUQ,1595
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DUQ,1600
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DUQ,1600
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DUQ,1600
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,DUQ,1600
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,EKPC,1486
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,EKPC,1489
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,EKPC,1489
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,EKPC,1489
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,EKPC,1489
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,ATSI,8107
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,ATSI,8182
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,ATSI,8182
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,ATSI,8182
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,ATSI,8182
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,MIDATL,32153
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,MIDATL,31909
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,MIDATL,31909
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,MIDATL,31727
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,MIDATL,31727
2024-07-01T09:45:00,2024-07-01T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,RTO,95295
2024-07-01T13:45:00,2024-07-01T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,RTO,95226
2024-07-01T15:45:00,2024-07-01T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,RTO,95226
2024-07-01T21:45:00,2024-07-01T17:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,RTO,94939
2024-07-02T03:45:00,2024-07-01T23:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,RTO,94939
2024-07-02T15:45:00,2024-07-02T11:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,14474
2024-07-02T13:45:00,2024-07-02T09:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15039
2024-07-02T09:45:00,2024-07-02T05:45:00,2024-07-02T14:00:00,2024-07-02T10:00:00,AEP,15192
