Datetime Beginning UTC,Datetime Beginning EPT,Pnode ID,Pnode Name,Voltage,Equipment,Type,Zone,System Energy Price RT,Total LMP RT,Congestion Price RT,Marginal Loss Price RT,Row Is Current,Version Number
2024-08-02T04:00:00,2024-08-02T00:00:00,48924,ISLANDRD,13 KV,7BUS,LOAD,PECO,40.400000,36.720000,-4.510000,0.830000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48925,ISLANDRD,13 KV,8BUS,LOAD,PECO,40.400000,36.720000,-4.510000,0.830000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48926,JARRET,13 KV,1BUS,LOAD,PECO,40.400000,34.780000,-6.200000,0.580000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48927,JARRET,13 KV,2BUS,LOAD,PECO,40.400000,34.780000,-6.200000,0.580000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48928,JENKINTO,13 KV,13BUS,LOAD,PECO,40.400000,35.290000,-5.750000,0.640000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48929,JENKINTO,13 KV,12BUS,LOAD,PECO,40.400000,35.290000,-5.750000,0.640000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48930,JENKINTO,13 KV,11BUS,LOAD,PECO,40.400000,35.290000,-5.750000,0.640000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48934,JENNERVL,230 KV,1TR,LOAD,PECO,40.400000,44.980000,3.610000,0.970000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48940,LINTON,35 KV,KBU2,LOAD,PECO,40.400000,35.010000,-6.170000,0.780000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48941,LINTON,35 KV,KBU3,LOAD,PECO,40.400000,35.010000,-6.170000,0.780000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48942,LLANERCH,35 KV,1BUS,LOAD,PECO,40.400000,36.790000,-4.790000,1.190000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48943,LLANERCH,35 KV,2BUS,LOAD,PECO,40.400000,36.790000,-4.790000,1.190000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48944,LLANERCH,35 KV,3BUS,LOAD,PECO,40.400000,36.790000,-4.790000,1.190000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48947,LOMBARD,13 KV,NBU2,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48948,LOMBARD,13 KV,NBU3,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48949,LOMBARD,13 KV,NBU9,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
2024-08-02T04:00:00,2024-08-02T00:00:00,48950,LOMBARD,13 KV,NB12,LOAD,PECO,40.400000,36.610000,-4.780000,0.990000,true,1
